Conditions;ICD-10;ICD-11
McKusick-Kaufman syndrome;Q87.8;9B70
Megalencephalic leukoencephalopathy with subcortical cysts;E75.2;8A44.3
Megalencephalic leukoencephalopathy with subcortical cysts;E75.2;8A44.3
Melnick-Needles syndrome;Q77.8;LD25.1
Meningioma;D32.9;2A01.0
Meningioma;D32.9;2A01.0
Meningioma;D32.9;2A01.0
Meningioma;D32.9;2A01.0
Meningioma;D32.9;2A01.0
Meningioma;D32.9;2A01.0
Meningioma;D32.9;2A01.0
Meningioma;D32.9;2A01.0
Meningioma;D32.9;2A01.0
Meningioma;D32.9;2A01.0
Meningioma;D32.9;2A01.0
Syndactyly type 8;Q70.0;LB79.Y
Metachondromatosis;Q78.4;LD24.2Y
Acrogeria;L90.8;LD2B
Metaphyseal chondrodysplasia, Spahr type;Q78.5;LD24.7
Metaphyseal dysplasia-maxillary hypoplasia-brachydacty syndrome;Q77.8;LD24.7
Multiple benign circumferential skin creases on limbs;Q82.8;
Multiple benign circumferential skin creases on limbs;Q82.8;
Corpus callosum agenesis-abnormal genitalia syndrome;Q87.8;
Micro syndrome;Q87.0;LD20.1
Micro syndrome;Q87.0;LD20.1
Micro syndrome;Q87.0;LD20.1
Micro syndrome;Q87.0;LD20.1
Autosomal recessive primary microcephaly;Q02;LA05.0
Autosomal recessive primary microcephaly;Q02;LA05.0
Autosomal recessive primary microcephaly;Q02;LA05.0
Autosomal recessive primary microcephaly;Q02;LA05.0
Autosomal recessive primary microcephaly;Q02;LA05.0
Autosomal recessive primary microcephaly;Q02;LA05.0
Autosomal recessive primary microcephaly;Q02;LA05.0
Autosomal recessive primary microcephaly;Q02;LA05.0
Autosomal recessive primary microcephaly;Q02;LA05.0
Autosomal recessive primary microcephaly;Q02;LA05.0
Autosomal recessive primary microcephaly;Q02;LA05.0
Autosomal recessive primary microcephaly;Q02;LA05.0
Autosomal recessive primary microcephaly;Q02;LA05.0
Autosomal recessive primary microcephaly;Q02;LA05.0
Autosomal recessive primary microcephaly;Q02;LA05.0
Autosomal recessive primary microcephaly;Q02;LA05.0
Autosomal recessive primary microcephaly;Q02;LA05.0
Autosomal recessive primary microcephaly;Q02;LA05.0
Autosomal recessive primary microcephaly;Q02;LA05.0
Autosomal recessive primary microcephaly;Q02;LA05.0
Autosomal recessive primary microcephaly;Q02;LA05.0
Autosomal recessive primary microcephaly;Q02;LA05.0
Autosomal recessive primary microcephaly;Q02;LA05.0
Autosomal recessive primary microcephaly;Q02;LA05.0
Autosomal recessive primary microcephaly;Q02;LA05.0
Autosomal dominant primary microcephaly;Q02;LA05.0
Autosomal dominant primary microcephaly;Q02;LA05.0
Autosomal recessive chorioretinopathy-microcephaly syndrome;Q87.8;9B61
Autosomal recessive chorioretinopathy-microcephaly syndrome;Q87.8;9B61
Autosomal recessive chorioretinopathy-microcephaly syndrome;Q87.8;9B61
Pontocerebellar hypoplasia type 2;Q04.3;LD20.01
Pontocerebellar hypoplasia type 2;Q04.3;LD20.01
Pontocerebellar hypoplasia type 2;Q04.3;LD20.01
Pontocerebellar hypoplasia type 2;Q04.3;LD20.01
Pontocerebellar hypoplasia type 2;Q04.3;LD20.01
Microcephaly-lymphedema-chorioretinopathy syndrome;Q87.8;BD93.0
Ear-patella-short stature syndrome;Q87.1;LD24.JY
Ear-patella-short stature syndrome;Q87.1;LD24.JY
Ear-patella-short stature syndrome;Q87.1;LD24.JY
Ear-patella-short stature syndrome;Q87.1;LD24.JY
Ear-patella-short stature syndrome;Q87.1;LD24.JY
Ear-patella-short stature syndrome;Q87.1;LD24.JY
Ear-patella-short stature syndrome;Q87.1;LD24.JY
Microphthalmia with linear skin defects syndrome;Q11.2;LD21.0
Microphthalmia with linear skin defects syndrome;Q11.2;LD21.0
Microphthalmia with linear skin defects syndrome;Q11.2;LD21.0
Lethal intrauterine growth restriction-cortical malformation-congenital contractures syndrome;Q04.2;
Moyamoya disease;I67.5;8B22.B
Moyamoya disease;I67.5;8B22.B
Moyamoya disease;I67.5;8B22.B
Mulibrey nanism;Q87.1;LD2F.1Y
Classic mycosis fungoides;C84.0;
Classic mycosis fungoides;C84.0;
Classic mycosis fungoides;C84.0;
Ataxia-pancytopenia syndrome;D61.0;
Myeloperoxidase deficiency;E80.3;4A00.0Y
Myhre syndrome;Q87.8;
Spinal muscular atrophy-progressive myoclonic epilepsy syndrome;G25.3;
Infantile myofibromatosis;D48.1;2F7C
Infantile myofibromatosis;D48.1;2F7C
Tubular aggregate myopathy;G71.2;8C72.Y
Tubular aggregate myopathy;G71.2;8C72.Y
Tubular aggregate myopathy;G71.2;8C72.Y
Mitochondrial myopathy and sideroblastic anemia;G71.3;3A72.0Y
Mitochondrial myopathy and sideroblastic anemia;G71.3;3A72.0Y
Familial visceral myopathy;K56.0;DA90.2
Isolated complex I deficiency;G71.3;5C53.2Y
Isolated complex I deficiency;G71.3;5C53.2Y
Isolated complex I deficiency;G71.3;5C53.2Y
Isolated complex I deficiency;G71.3;5C53.2Y
Isolated complex I deficiency;G71.3;5C53.2Y
Isolated complex I deficiency;G71.3;5C53.2Y
Isolated complex I deficiency;G71.3;5C53.2Y
Isolated complex I deficiency;G71.3;5C53.2Y
Isolated complex I deficiency;G71.3;5C53.2Y
Isolated complex I deficiency;G71.3;5C53.2Y
Isolated complex I deficiency;G71.3;5C53.2Y
Isolated complex I deficiency;G71.3;5C53.2Y
Isolated complex I deficiency;G71.3;5C53.2Y
Isolated complex I deficiency;G71.3;5C53.2Y
Isolated complex I deficiency;G71.3;5C53.2Y
Isolated complex I deficiency;G71.3;5C53.2Y
Isolated complex I deficiency;G71.3;5C53.2Y
Isolated complex I deficiency;G71.3;5C53.2Y
Isolated complex I deficiency;G71.3;5C53.2Y
Isolated complex I deficiency;G71.3;5C53.2Y
Isolated complex I deficiency;G71.3;5C53.2Y
Isolated complex I deficiency;G71.3;5C53.2Y
Isolated complex I deficiency;G71.3;5C53.2Y
Isolated complex I deficiency;G71.3;5C53.2Y
Isolated complex I deficiency;G71.3;5C53.2Y
Isolated complex I deficiency;G71.3;5C53.2Y
Isolated complex I deficiency;G71.3;5C53.2Y
Isolated complex I deficiency;G71.3;5C53.2Y
Isolated complex I deficiency;G71.3;5C53.2Y
Linear nevus sebaceus syndrome;Q85.8;LD2D.Y
Linear nevus sebaceus syndrome;Q85.8;LD2D.Y
Linear nevus sebaceus syndrome;Q85.8;LD2D.Y
Nail-patella-like renal disease;N07.8;
Nail-patella syndrome;Q87.2;LD24.J0
3M syndrome;Q87.1;LD24.D
3M syndrome;Q87.1;LD24.D
3M syndrome;Q87.1;LD24.D
Geleophysic dysplasia;Q87.1;LD24.8Y
Geleophysic dysplasia;Q87.1;LD24.8Y
Geleophysic dysplasia;Q87.1;LD24.8Y
Langer mesomelic dysplasia;Q87.1;LD24.A
Metatropic dysplasia;Q77.8;LD24.3
Microcephalic osteodysplastic primordial dwarfism type II;Q87.1;LD20.2
Fibular aplasia-complex brachydactyly syndrome;Q73.8;LD26.0
Fibular aplasia-complex brachydactyly syndrome;Q73.8;LD26.0
Osteoglosphonic dysplasia;Q87.1;LD24.2Y
Parastremmatic dwarfism;;
Lenz-Majewski hyperostotic dwarfism;Q87.1;LD24.1Y
Keipert syndrome;Q87.0;
Congenital mesoblastic nephroma;D41.0;2C90.Y
Congenital mesoblastic nephroma;D41.0;2C90.Y
Pierson syndrome;Q13.8;GB41
Hypomyelination neuropathy-arthrogryposis syndrome;Q68.8;
Hypomyelination neuropathy-arthrogryposis syndrome;Q68.8;
Hypomyelination neuropathy-arthrogryposis syndrome;Q68.8;
Cyclic neutropenia;D70;4B00.00
Arthrogryposis-renal dysfunction-cholestasis syndrome;Q89.7;5C58.0Y
Arthrogryposis-renal dysfunction-cholestasis syndrome;Q89.7;5C58.0Y
Knuckle pads-leukonychia-sensorineural deafness-palmoplantar hyperkeratosis syndrome;Q82.8;LD2H.Y
Noonan syndrome-like disorder with loose anagen hair;Q87.1;LD2F.1Y
Noonan syndrome-like disorder with loose anagen hair;Q87.1;LD2F.1Y
Ochoa syndrome;;
Ochoa syndrome;;
Oculocerebrofacial syndrome, Kaufman type;Q87.0;
Oculodentodigital dysplasia;Q87.8;LD27.0Y
Oculofaciocardiodental syndrome;Q87.8;LD21.0
Oculotrichoanal syndrome;Q87.8;
Odonto-onycho-dermal dysplasia;Q82.4;LD27.0Y
Eye defects-arachnodactyly-cardiopathy syndrome;;
Blepharophimosis-intellectual disability syndrome, Ohdo type;Q87.8;LD2F.1Y
Horizontal gaze palsy with progressive scoliosis;H49.4;9C83.00
Horizontal gaze palsy with progressive scoliosis;H49.4;9C83.00
Opitz GBBB syndrome;Q87.8;
Opsismodysplasia;Q78.8;LD24.5Y
Orofaciodigital syndrome type 1;Q87.0;LD25.00
Orofaciodigital syndrome type 2;Q87.0;LD25.00
Orofaciodigital syndrome type 3;;
Orofaciodigital syndrome type 4;Q87.0;LD25.00
Orofaciodigital syndrome type 6;Q04.3;LD25.00
Orofaciodigital syndrome type 6;Q04.3;LD25.00
Orofaciodigital syndrome type 6;Q04.3;LD25.00
Orofaciodigital syndrome type 6;Q04.3;LD25.00
Orofaciodigital syndrome type 6;Q04.3;LD25.00
Orofaciodigital syndrome type 6;Q04.3;LD25.00
Orofaciodigital syndrome type 6;Q04.3;LD25.00
Orofaciodigital syndrome type 6;Q04.3;LD25.00
Orofaciodigital syndrome type 6;Q04.3;LD25.00
Progressive osseous heteroplasia;M61.5;FB31.0
Osteocraniostenosis;Q78.0;LD24.D
Nasu-Hakola disease;G31.8;8A44.3
Nasu-Hakola disease;G31.8;8A44.3
Bruck syndrome;M21.8;LD24.KY
Bruck syndrome;M21.8;LD24.KY
Multicentric carpo-tarsal osteolysis with or without nephropathy;M89.5;FB86.2
Osteopathia striata-cranial sclerosis syndrome;Q78.8;LD24.1Y
Autosomal dominant osteopetrosis type 1;Q78.2;LD24.10
Osteopetrosis with renal tubular acidosis;Q78.2;LD24.10
Osteoporosis-pseudoglioma syndrome;Q87.5;LD24.KY
Lateral meningocele syndrome;Q87.5;LA07.Y
Endosteal hyperostosis, Worth type;Q78.2;LD24.1Y
Otodental syndrome;K00.2;LA30.4
Otofaciocervical syndrome;Q87.0;
Otofaciocervical syndrome;Q87.0;
Pachydermoperiostosis;M89.4;FB86.10
Pachydermoperiostosis;M89.4;FB86.10
Juvenile Paget disease;M88.0;FB85.0
Juvenile Paget disease;M88.8;FB85.0
Juvenile Paget disease;M88.9;FB85.0
Juvenile Paget disease;M88.0;FB85.0
Juvenile Paget disease;M88.8;FB85.0
Juvenile Paget disease;M88.9;FB85.0
X-linked sideroblastic anemia and spinocerebellar ataxia;D64.0;3A72.01
Partial pancreatic agenesis;Q45.0;LB21.4
Partial pancreatic agenesis;Q45.0;LB21.4
Papilloma of choroid plexus;D33.0;2A00.22
Autosomal recessive spastic paraplegia type 11;G11.4;8B44.01
Young-onset Parkinson disease;G20;8A00.00
Young-onset Parkinson disease;G20;8A00.00
Young-onset Parkinson disease;G20;8A00.00
Young-onset Parkinson disease;G20;8A00.00
Young-onset Parkinson disease;G20;8A00.00
Young-onset Parkinson disease;G20;8A00.00
Young-onset Parkinson disease;G20;8A00.00
Young-onset Parkinson disease;G20;8A00.00
Young-onset Parkinson disease;G20;8A00.00
Young-onset Parkinson disease;G20;8A00.00
Young-onset Parkinson disease;G20;8A00.00
Stiff skin syndrome;L98.8;EE6Y
Wrinkly skin syndrome;Q82.8;LD2B
PEHO syndrome;G31.8;LD90.Y
PEHO syndrome;G31.8;LD90.Y
Familial benign chronic pemphigus;;
Pentosuria;E74.8;5C51.0
Camptodactyly-arthropathy-coxa-vara-pericarditis syndrome;M12.8;
Perlman syndrome;Q87.3;2C90.Y
Alopecia-intellectual disability syndrome;Q87.8;
Alopecia-intellectual disability syndrome;Q87.8;
Alopecia-intellectual disability syndrome;Q87.8;
Fuhrmann syndrome;Q74.8;LD2F.1Y
Perrault syndrome;Q87.8;LD2H.Y
Perrault syndrome;Q87.8;LD2H.Y
Perrault syndrome;Q87.8;LD2H.Y
Perrault syndrome;Q87.8;LD2H.Y
Perrault syndrome;Q87.8;LD2H.Y
Perrault syndrome;Q87.8;LD2H.Y
Persistent Müllerian duct syndrome;Q55.8;LD2A.Y
Persistent Müllerian duct syndrome;Q55.8;LD2A.Y
Peutz-Jeghers syndrome;Q85.8;LD2D.0
Phakomatosis pigmentokeratotica;Q85.8;LD2D.Y
Phocomelia, Schinzel type;Q87.2;LD2F.1Y
Phosphoenolpyruvate carboxykinase deficiency;E74.4;5C53.0Y
Phosphoenolpyruvate carboxykinase deficiency;E74.4;5C53.0Y
Sitosterolemia;E78.0;5C52.1Y
Sitosterolemia;E78.0;5C52.1Y
Piebaldism;E70.3;EC23.2Y
Piebaldism;E70.3;EC23.2Y
TARP syndrome;Q87.8;LD2F.1Y
Pitt-Hopkins syndrome;Q87.0;LD2F.1Y
Pityriasis rubra pilaris;L44.0;EA94
Brachyolmia-amelogenesis imperfecta syndrome;Q76.3;LD24.5Y
Neuralgic amyotrophy;G54.5;8B91.0
Familial spontaneous pneumothorax;J93.1;CB21.1
Kindler epidermolysis bullosa;Q81.8;LD2B
Orofaciodigital syndrome type 5;Q87.0;LD25.00
Isolated polycystic liver disease;Q44.6;DB99.10
Isolated polycystic liver disease;Q44.6;DB99.10
Isolated polycystic liver disease;Q44.6;DB99.10
Musculocontractural Ehlers-Danlos syndrome;Q79.6;LD28.1Y
Musculocontractural Ehlers-Danlos syndrome;Q79.6;LD28.1Y
Guttmacher syndrome;Q87.2;LD26.2
Progeroid syndrome, Petty type;E34.8;
Prolactinoma;D35.2;2F37.Y
Prolactinoma;D35.2;XH1QS0
Prolactinoma;D35.2;2F37.Y
Prolactinoma;D35.2;XH1QS0
Prolactinoma;D35.2;2F37.Y
Prolactinoma;D35.2;XH1QS0
Properdin deficiency;D84.1;4A00.1Y
Proteus-like syndrome;Q87.3;LD2C
Prune belly syndrome;Q79.4;LD2F.10
Peroxisomal acyl-CoA oxidase deficiency;E71.3;5C57.1
Autosomal recessive multiple pterygium syndrome;Q79.8;LD26.40
Autosomal recessive multiple pterygium syndrome;Q79.8;LD26.40
Baraitser-Winter cerebrofrontofacial syndrome;Q87.0;
Baraitser-Winter cerebrofrontofacial syndrome;Q87.0;
Familial male-limited precocious puberty;;
Immune thrombocytopenia;D69.3;3B64.10
Pyle disease;Q78.5;LD24.1Y
Pyridoxine-dependent epilepsy;G40.8;8A61.0Y
Pyridoxine-dependent epilepsy;G40.8;8A61.0Y
Ramon syndrome;Q87.8;LD2F.1Y
RAPADILINO syndrome;Q87.1;LD2F.1Y
Caudal regression syndrome;Q76.0;LD2F.1Y
Caudal regression syndrome;Q76.0;LD2F.1Y
NPHP3-related Meckel-like syndrome;Q61.9;
Intellectual disability-cataracts-calcified pinnae-myopathy syndrome;Q87.8;
Blepharophimosis-intellectual disability syndrome, SBBYS type;Q87.8;5A00.0Y
Nicolaides-Baraitser syndrome;Q87.1;
Monoamine oxidase A deficiency;E70.8;5C59.0Y
X-linked intellectual disability, Snyder type;Q87.8;LD90
Costello syndrome;Q87.8;LD2F.1Y
X-linked intellectual disability-psychosis-macroorchidism syndrome;F71.1;LD90
Autosomal dominant vitreoretinochoroidopathy;H35.5;9B70
Revesz syndrome;Q82.8;
Atypical Rett syndrome;F84.2;LD90.Y
Atypical Rett syndrome;F84.2;LD90.Y
Atypical Rett syndrome;F84.2;LD90.Y
Atypical Rett syndrome;F84.2;LD90.Y
Atypical Rett syndrome;F84.2;LD90.Y
Meacham syndrome;Q87.8;LD2F.1Y
Richieri Costa-Pereira syndrome;Q87.8;LD2F.1Y
Roberts syndrome;Q73.8;LD2F.1Y
Autosomal dominant Robinow syndrome;Q87.1;LD24.A
Autosomal dominant Robinow syndrome;Q87.1;LD24.A
Autosomal dominant Robinow syndrome;Q87.1;LD24.A
Autosomal dominant Robinow syndrome;Q87.1;LD24.A
Mayer-Rokitansky-Küster-Hauser syndrome;Q51.8;LB44.Y
Rotor syndrome;E80.6;5C58.0Y
Rotor syndrome;E80.6;5C58.0Y
Roussy-Lévy syndrome;G60.0;8C20.Y
Roussy-Lévy syndrome;G60.0;8C20.Y
Saccharopinuria;E72.3;5C50.4
Sarcosinemia;E72.5;5C50.71
Ulnar-mammary syndrome;Q71.8;LD2F.1Y
Schneckenbecken dysplasia;Q77.7;LD24.3
Schneckenbecken dysplasia;Q77.7;LD24.3
Sclerosteosis;M85.2;LD24.1Y
Sclerosteosis;M85.2;LD24.1Y
Senior-Loken syndrome;Q61.5;9B70
Senior-Loken syndrome;Q61.5;9B70
Senior-Loken syndrome;Q61.5;9B70
Senior-Loken syndrome;Q61.5;9B70
Senior-Loken syndrome;Q61.5;9B70
Senior-Loken syndrome;Q61.5;9B70
Senior-Loken syndrome;Q61.5;9B70
Senior-Loken syndrome;Q61.5;9B70
Senior-Loken syndrome;Q61.5;9B70
Senior-Loken syndrome;Q61.5;9B70
Septo-optic dysplasia spectrum;Q04.4;5A61.0
Septo-optic dysplasia spectrum;Q04.4;5A61.0
Septo-optic dysplasia spectrum;Q04.4;5A61.0
Septo-optic dysplasia spectrum;Q04.4;5A61.0
Septo-optic dysplasia spectrum;Q04.4;5A61.0
Septo-optic dysplasia spectrum;Q04.4;5A61.0
Septo-optic dysplasia spectrum;Q04.4;5A61.0
Sézary syndrome;C84.1;2B02
Sézary syndrome;C84.1;2B02
Sézary syndrome;C84.1;2B02
SHORT syndrome;Q87.1;LD27.6Z
Sialuria;E77.8;5C56.4
X-linked spasticity-intellectual disability-epilepsy syndrome;G25.3;
Supravalvular aortic stenosis;Q25.3;LA8A.3
Hereditary hyperekplexia;G25.8;LD90.Y
Hereditary hyperekplexia;G25.8;LD90.Y
Hereditary hyperekplexia;G25.8;LD90.Y
Hereditary hyperekplexia;G25.8;LD90.Y
Hereditary hyperekplexia;G25.8;LD90.Y
Dehydrated hereditary stomatocytosis;D58.8;3A10.Y
Dehydrated hereditary stomatocytosis;D58.8;3A10.Y
Dehydrated hereditary stomatocytosis;D58.8;3A10.Y
Overhydrated hereditary stomatocytosis;D58.8;3A10.Y
Stormorken-Sjaastad-Langslet syndrome;D69.8;3B62.Y
Stormorken-Sjaastad-Langslet syndrome;D69.8;3B62.Y
Sturge-Weber syndrome;Q85.8;LD23
Stüve-Wiedemann syndrome;Q78.8;LD24.C
Isolated succinate-CoQ reductase deficiency;G71.3;5C53.2Y
Isolated succinate-CoQ reductase deficiency;G71.3;5C53.2Y
Isolated succinate-CoQ reductase deficiency;G71.3;5C53.2Y
Isolated succinate-CoQ reductase deficiency;G71.3;5C53.2Y
Deafness-enamel hypoplasia-nail defects syndrome;Q82.4;LD27.0Y
Deafness-enamel hypoplasia-nail defects syndrome;Q82.4;LD27.0Y
Deafness-lymphedema-leukemia syndrome;D46.7;BD93.0
Multiple synostoses syndrome;Q78.8;LD26.3
Multiple synostoses syndrome;Q78.8;LD26.3
Multiple synostoses syndrome;Q78.8;LD26.3
Cardiospondylocarpofacial syndrome;Q87.8;LD2H.Y
Sweet syndrome;L98.2;EB20
Proximal symphalangism;Q70.9;LB90.Y
Proximal symphalangism;Q70.9;LB90.Y
Cleft lip/palate-ectodermal dysplasia syndrome;Q82.4;LD27.0Y
Filippi syndrome;Q87.8;LD2F.1Y
Cenani-Lenz syndrome;Q78.4;LB79.Y
Cenani-Lenz syndrome;Q78.4;LB79.Y
Autoimmune lymphoproliferative syndrome;D47.9;4A01.22
Autoimmune lymphoproliferative syndrome;D47.9;4A01.22
Autoimmune lymphoproliferative syndrome;D47.9;4A01.22
Autoimmune lymphoproliferative syndrome;D47.9;4A01.22
Autoimmune lymphoproliferative syndrome;D47.9;4A01.22
Synovial sarcoma;C49.9;
Synovial sarcoma;C49.9;
Synovial sarcoma;C49.9;
Spondylocarpotarsal synostosis;Q76.4;LD24.5Y
Spondylocarpotarsal synostosis;Q76.4;LD24.5Y
Catecholaminergic polymorphic ventricular tachycardia;I47.2;BC65.5
Catecholaminergic polymorphic ventricular tachycardia;I47.2;BC65.5
Catecholaminergic polymorphic ventricular tachycardia;I47.2;BC65.5
Catecholaminergic polymorphic ventricular tachycardia;I47.2;BC65.5
Catecholaminergic polymorphic ventricular tachycardia;I47.2;BC65.5
Catecholaminergic polymorphic ventricular tachycardia;I47.2;BC65.5
Catecholaminergic polymorphic ventricular tachycardia;I47.2;BC65.5
Takayasu arteritis;M31.4;4A44.1
Takayasu arteritis;M31.4;4A44.1
Takayasu arteritis;M31.4;4A44.1
Tetraamelia-multiple malformations syndrome;Q87.8;LD2F.1Y
Tetraamelia-multiple malformations syndrome;Q87.8;LD2F.1Y
Tetralogy of Fallot;Q21.3;LA88.2
Tetralogy of Fallot;Q21.3;LA88.2
Tetralogy of Fallot;Q21.3;LA88.2
Tetralogy of Fallot;Q21.3;LA88.2
Tetralogy of Fallot;Q21.3;LA88.2
Tetralogy of Fallot;Q21.3;LA88.2
Tetralogy of Fallot;Q21.3;LA88.2
Tetralogy of Fallot;Q21.3;LA88.2
Tetralogy of Fallot;Q21.3;LA88.2
Tetralogy of Fallot;Q21.3;LA88.2
Tetralogy of Fallot;Q21.3;LA88.2
Tetralogy of Fallot;Q21.3;LA88.2
Tetralogy of Fallot;Q21.3;LA88.2
Essential thrombocythemia;D47.3;3B63.1Z
Essential thrombocythemia;D47.3;3B63.1Z
Essential thrombocythemia;D47.3;3B63.1Z
Essential thrombocythemia;D47.3;3B63.1Z
Essential thrombocythemia;D47.3;3B63.1Z
Essential thrombocythemia;D47.3;3B63.1Z
Congenital amegakaryocytic thrombocytopenia;D61.0;3B64.01
Congenital amegakaryocytic thrombocytopenia;D61.0;3B64.01
Thrombocytopenia-absent radius syndrome;Q87.2;LD2F.1Y
Hoyeraal-Hreidarsson syndrome;D61.0;3A70.0
Hoyeraal-Hreidarsson syndrome;D61.0;3A70.0
Hoyeraal-Hreidarsson syndrome;D61.0;3A70.0
Hoyeraal-Hreidarsson syndrome;D61.0;3A70.0
Hoyeraal-Hreidarsson syndrome;D61.0;3A70.0
Hoyeraal-Hreidarsson syndrome;D61.0;3A70.0
Tibial aplasia-ectrodactyly syndrome;Q73.8;LD26.0
Primary Fanconi renotubular syndrome;E72.0;GB90.42
Primary Fanconi renotubular syndrome;E72.0;GB90.42
Primary Fanconi renotubular syndrome;E72.0;GB90.42
Primary Fanconi renotubular syndrome;E72.0;GB90.42
Toriello-Carey syndrome;Q87.8;LD2F.1Y
Toriello-Lacassie-Droste syndrome;;
Arterial tortuosity syndrome;I77.1;LD28.Y
Tricho-dento-osseous syndrome;Q82.4;LD27.0Y
Trichomegaly-retina pigmentary degeneration-dwarfism syndrome;Q87.1;LD27.0Y
Non-syndromic metopic craniosynostosis;Q75.0;LB70.0Y
Non-syndromic metopic craniosynostosis;Q75.0;LB70.0Y
Trismus-pseudocamptodactyly syndrome;Q68.8;LD26.4Y
Truncus arteriosus;;
Truncus arteriosus;;
Tuberculosis;A16;
Tuberculosis;A15;
VACTERL with hydrocephalus;Q87.8;LD2F.1Y
Hyperostosis corticalis generalisata;M85.2;LD24.1Y
Hyperostosis corticalis generalisata;M85.2;LD24.1Y
NON RARE IN EUROPE: Vitiligo;L80;
NON RARE IN EUROPE: Vitiligo;L80;
Vogt-Koyanagi-Harada disease;H20.8;9A96.1
Vogt-Koyanagi-Harada disease;H30.8;9A96.1
Vogt-Koyanagi-Harada disease;H20.8;9A96.1
Vogt-Koyanagi-Harada disease;H30.8;9A96.1
Weaver syndrome;Q87.3;LD2C
Weaver syndrome;Q87.3;LD2C
Weaver syndrome;Q87.3;LD2C
Weaver syndrome;Q87.3;LD2C
Weill-Marchesani syndrome;Q87.0;9C61.42
Weill-Marchesani syndrome;Q87.0;9C61.42
Weill-Marchesani syndrome;Q87.0;9C61.42
Infantile spasms syndrome;G40.4;8A62.0
Infantile spasms syndrome;G40.4;8A62.0
Infantile spasms syndrome;G40.4;8A62.0
Infantile spasms syndrome;G40.4;8A62.0
Infantile spasms syndrome;G40.4;8A62.0
Infantile spasms syndrome;G40.4;8A62.0
Infantile spasms syndrome;G40.4;8A62.0
Infantile spasms syndrome;G40.4;8A62.0
Infantile spasms syndrome;G40.4;8A62.0
Infantile spasms syndrome;G40.4;8A62.0
Infantile spasms syndrome;G40.4;8A62.0
Infantile spasms syndrome;G40.4;8A62.0
Infantile spasms syndrome;G40.4;8A62.0
Infantile spasms syndrome;G40.4;8A62.0
Whipple disease;M14.8*;DA96.0Y
Whipple disease;K90.8+;DA96.0Y
Autoimmune polyendocrinopathy type 1;E31.0;5B00
Intellectual disability-developmental delay-contractures syndrome;G71.8;
Wiedemann-Rautenstrauch syndrome;E34.8;LD2B
Wilson-Turner syndrome;Q87.8;LD29
Wilson-Turner syndrome;Q87.8;LD29
Wolfram syndrome;E34.8;5A61.5
Wolfram syndrome;E34.8;5A61.5
Woodhouse-Sakati syndrome;Q87.5;5A61.0
Yunis-Varon syndrome;Q87.8;LD24.23
Yunis-Varon syndrome;Q87.8;LD24.23
Zimmermann-Laband syndrome;Q87.8;LD2F.1Y
Zimmermann-Laband syndrome;Q87.8;LD2F.1Y
Zimmermann-Laband syndrome;Q87.8;LD2F.1Y
CHIME syndrome;Q87.8;LD27.0Y
X-linked myopathy with excessive autophagy;G71.8;4A41.21
Hereditary diffuse gastric cancer;C16.9;
Hereditary diffuse gastric cancer;C16.9;
Hereditary diffuse gastric cancer;C16.9;
Short chain acyl-CoA dehydrogenase deficiency;E71.3;5C52.01
Very long chain acyl-CoA dehydrogenase deficiency;E71.3;5C52.01
Tyrosinemia type 2;E70.2;5C50.12
Hereditary pheochromocytoma-paraganglioma;C74.1;
Hereditary pheochromocytoma-paraganglioma;C75.5;
Hereditary pheochromocytoma-paraganglioma;D35.0;
Hereditary pheochromocytoma-paraganglioma;D35.6;
Hereditary pheochromocytoma-paraganglioma;C74.1;
Hereditary pheochromocytoma-paraganglioma;C75.5;
Hereditary pheochromocytoma-paraganglioma;D35.0;
Hereditary pheochromocytoma-paraganglioma;D35.6;
Hereditary pheochromocytoma-paraganglioma;C74.1;
Hereditary pheochromocytoma-paraganglioma;C75.5;
